epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,1192.31,1.24074,0.7225,1.04333,0.56821,0.40423,0.40559,0.19876,1.67512,2.0133,1.18266,0.00059212,0.00059212,0.00059212
105,1203.36,1.18238,0.67263,1.02644,0.80133,0.42259,0.39217,0.19416,1.63031,2.78961,1.16128,0.00058816,0.00058816,0.00058816
106,1214.68,1.20278,0.67503,1.03313,0.67089,0.4294,0.39628,0.19669,1.47729,2.30501,1.12687,0.0005842,0.0005842,0.0005842
107,1225.86,1.20045,0.69384,1.03762,0.70595,0.46178,0.43928,0.23559,1.47136,2.09223,1.13168,0.00058024,0.00058024,0.00058024
108,1236.51,1.24012,0.71521,1.0368,0.72073,0.52035,0.42148,0.21938,1.46137,2.36311,1.12356,0.00057628,0.00057628,0.00057628
109,1247.44,1.24222,0.7107,1.04568,0.74253,0.47697,0.44685,0.23319,1.46603,2.62439,1.12858,0.00057232,0.00057232,0.00057232
110,1259.19,1.20063,0.70151,1.04606,0.74366,0.45301,0.45127,0.24658,1.42588,2.44244,1.10661,0.00056836,0.00056836,0.00056836
111,1270.27,1.22115,0.75567,1.05778,0.75475,0.48632,0.45492,0.23459,1.52022,2.26475,1.15088,0.0005644,0.0005644,0.0005644
112,1281.33,1.20102,0.68577,1.03882,0.73549,0.40286,0.42868,0.203,1.60839,3.41459,1.17774,0.00056044,0.00056044,0.00056044
113,1292.45,1.20639,0.69171,1.03296,0.72982,0.49036,0.44631,0.21739,1.4738,2.82495,1.13942,0.00055648,0.00055648,0.00055648
114,1303.85,1.22594,0.70189,1.04773,0.81491,0.4279,0.45587,0.23132,1.5719,2.64294,1.16318,0.00055252,0.00055252,0.00055252
115,1314.37,1.17344,0.67064,1.02464,0.71614,0.46225,0.47182,0.23855,1.5516,1.82491,1.16135,0.00054856,0.00054856,0.00054856
116,1325.57,1.2056,0.67577,1.02321,0.73571,0.44976,0.48963,0.24051,1.37349,2.09967,1.10109,0.0005446,0.0005446,0.0005446
117,1336.55,1.24801,0.71016,1.05121,0.6152,0.43931,0.39468,0.19538,1.48368,2.63107,1.12111,0.00054064,0.00054064,0.00054064
118,1347.83,1.18912,0.65158,1.03723,0.7024,0.44845,0.40074,0.19759,1.4568,3.2412,1.1321,0.00053668,0.00053668,0.00053668
119,1358.86,1.22802,0.67718,1.05105,0.62274,0.47408,0.40071,0.19989,1.52877,2.91357,1.15435,0.00053272,0.00053272,0.00053272
120,1370.38,1.26982,0.71676,1.05395,0.60845,0.43063,0.37437,0.19378,1.56943,2.71296,1.15283,0.00052876,0.00052876,0.00052876
121,1382.07,1.22901,0.697,1.06147,0.5869,0.4565,0.37547,0.20556,1.42608,3.05787,1.11603,0.0005248,0.0005248,0.0005248
122,1394.76,1.24688,0.71376,1.04973,0.59048,0.45476,0.36708,0.18508,1.4471,2.72124,1.12037,0.00052084,0.00052084,0.00052084
123,1405.47,1.19227,0.66064,1.03988,0.66887,0.42483,0.43005,0.20797,1.5499,2.66166,1.15346,0.00051688,0.00051688,0.00051688
124,1416.78,1.22004,0.68823,1.03425,0.70325,0.39143,0.4023,0.21319,1.43906,2.57075,1.12505,0.00051292,0.00051292,0.00051292
125,1428.61,1.18616,0.66451,1.03188,0.60124,0.5009,0.42043,0.19449,1.63829,3.00645,1.17511,0.00050896,0.00050896,0.00050896
126,1440.84,1.2044,0.64985,1.03166,0.60498,0.47074,0.32916,0.16269,1.41979,2.96095,1.12766,0.000505,0.000505,0.000505
127,1451.55,1.18515,0.66838,1.03458,0.5825,0.5268,0.4063,0.20726,1.45143,3.08745,1.13178,0.00050104,0.00050104,0.00050104
128,1462.99,1.20078,0.67664,1.04005,0.61845,0.49483,0.42942,0.20753,1.51085,2.89832,1.14435,0.00049708,0.00049708,0.00049708
129,1474.72,1.18868,0.65459,1.0311,0.60191,0.47939,0.38275,0.17983,1.56993,3.03574,1.17406,0.00049312,0.00049312,0.00049312
130,1486.23,1.18325,0.66349,1.02563,0.66733,0.54912,0.43613,0.2095,1.52279,2.21184,1.14556,0.00048916,0.00048916,0.00048916
131,1497.46,1.19026,0.66417,1.02782,0.6784,0.46887,0.46929,0.23142,1.56263,2.63906,1.16135,0.0004852,0.0004852,0.0004852
132,1508.42,1.20072,0.6486,1.03016,0.67382,0.42164,0.45094,0.23564,1.40592,2.94184,1.11699,0.00048124,0.00048124,0.00048124
133,1519.94,1.16486,0.64796,1.02445,0.80014,0.42432,0.42389,0.21702,1.46193,2.77599,1.14198,0.00047728,0.00047728,0.00047728
134,1531.12,1.18017,0.65003,1.02708,0.74503,0.49617,0.42383,0.21369,1.42953,3.06946,1.13741,0.00047332,0.00047332,0.00047332
135,1542.18,1.18592,0.66078,1.02899,0.77094,0.47335,0.45987,0.24218,1.44308,2.51678,1.1356,0.00046936,0.00046936,0.00046936
136,1554.01,1.20203,0.66983,1.03341,0.71167,0.43117,0.42481,0.23252,1.46533,3.40113,1.13557,0.0004654,0.0004654,0.0004654
137,1565.06,1.17264,0.64617,1.03112,0.68177,0.32972,0.38821,0.20916,1.42757,2.36243,1.13037,0.00046144,0.00046144,0.00046144
138,1576.03,1.16955,0.64698,1.031,0.73499,0.42297,0.39402,0.20282,1.50332,3.16218,1.15561,0.00045748,0.00045748,0.00045748
139,1587.35,1.16515,0.65081,1.02206,0.6972,0.42242,0.40714,0.20975,1.50465,2.66187,1.15913,0.00045352,0.00045352,0.00045352
140,1598.38,1.16619,0.66123,1.02802,0.70187,0.40262,0.41934,0.21243,1.48575,2.93271,1.14418,0.00044956,0.00044956,0.00044956
